AL,NCBI_SEQ_ID,VERS_ACCESS
  697         , 20089966     ,NP_616041.1   
  698         , 20090113     ,NP_616188.1   
  699         , 20090114     ,NP_616189.1   
  700         , 20090300     ,NP_616375.1   
  701         , 20090336     ,NP_616411.1   
  702         , 20090337     ,NP_616412.1   
  703         , 20090384     ,NP_616459.1   
  704         , 20090441     ,NP_616516.1   
  705         , 20090442     ,NP_616517.1   
  706         , 20090468     ,NP_616543.1   
  707         , 20090469     ,NP_616544.1   
  708         , 20090525     ,NP_616600.1   
  709         , 20090653     ,NP_616728.1   
  710         , 20090669     ,NP_616744.1   
  711         , 20090807     ,NP_616882.1   
  712         , 20090986     ,NP_617061.1   
  713         , 20091262     ,NP_617337.1   
  714         , 20091492     ,NP_617567.1   
  715         , 20091683     ,NP_617758.1   
  716         , 20091717     ,NP_617792.1   
  717         , 20091807     ,NP_617882.1   
  718         , 20091808     ,NP_617883.1   
  719         , 20091809     ,NP_617884.1   
  720         , 20091810     ,NP_617885.1   
  721         , 20091841     ,NP_617916.1   
  722         , 20091866     ,NP_617941.1   
  723         , 20091870     ,NP_617945.1   
  724         , 20092009     ,NP_618084.1   
  725         , 20092014     ,NP_618089.1   
  726         , 20092017     ,NP_618092.1   
  727         , 20092094     ,NP_618169.1   
  728         , 20092112     ,NP_618187.1   
  729         , 20092124     ,NP_618199.1   
  730         , 20092137     ,NP_618212.1   
  731         , 20092138     ,NP_618213.1   
  732         , 20092139     ,NP_618214.1   
  733         , 20092187     ,NP_618262.1   
  734         , 20092328     ,NP_618403.1   
  735         , 20092334     ,NP_618409.1   
  736         , 20092393     ,NP_618468.1   
  737         , 20092513     ,NP_618588.1   
  738         , 20092586     ,NP_618661.1   
  739         , 20092701     ,NP_618776.1   
  740         , 20092766     ,NP_618841.1   
  741         , 20092841     ,NP_618916.1   
  742         , 20092848     ,NP_618923.1   
  743         , 20092893     ,NP_618968.1   
  744         , 20092895     ,NP_618970.1   
  745         , 20092911     ,NP_618986.1   
  746         , 20093258     ,NP_619333.1   
  747         , 20093287     ,NP_619362.1   
  748         , 20093296     ,NP_619371.1   
  749         , 20093308     ,NP_619383.1   
  750         , 20093309     ,NP_619384.1   
  751         , 20093328     ,NP_619403.1   
  752         , 20093374     ,NP_619449.1   
  753         , 20093378     ,NP_619453.1   
  754         , 20093385     ,NP_619460.1   
  755         , 21672854     ,NP_660919.1   
  756         , 21672856     ,NP_660921.1   
  757         , 21672857     ,NP_660922.1   
  758         , 21672865     ,NP_660930.1   
  759         , 21672918     ,NP_660983.1   
  760         , 21672935     ,NP_661000.1   
  761         , 21672971     ,NP_661036.1   
  762         , 21672982     ,NP_661047.1   
  763         , 21672983     ,NP_661048.1   
  764         , 21672986     ,NP_661051.1   
  765         , 21672990     ,NP_661055.1   
  766         , 21672991     ,NP_661056.1   
  767         , 21672996     ,NP_661061.1   
  768         , 21673007     ,NP_661072.1   
  769         , 21673016     ,NP_661081.1   
  770         , 21673075     ,NP_661140.1   
  771         , 21673079     ,NP_661144.1   
  772         , 21673080     ,NP_661145.1   
  773         , 21673107     ,NP_661172.1   
  774         , 21673138     ,NP_661203.1   
  775         , 21673150     ,NP_661215.1   
  776         , 21673152     ,NP_661217.1   
  777         , 21673206     ,NP_661271.1   
  778         , 21673210     ,NP_661275.1   
  779         , 21673243     ,NP_661308.1   
  780         , 21673311     ,NP_661376.1   
  781         , 21673365     ,NP_661430.1   
  782         , 21673370     ,NP_661435.1   
  783         , 21673381     ,NP_661446.1   
  784         , 21673398     ,NP_661463.1   
  785         , 21673441     ,NP_661506.1   
  786         , 21673451     ,NP_661516.1   
  787         , 21673454     ,NP_661519.1   
  788         , 21673475     ,NP_661540.1   
  789         , 21673560     ,NP_661625.1   
  790         , 21673565     ,NP_661630.1   
  791         , 21673632     ,NP_661697.1   
  792         , 21673671     ,NP_661736.1   
  793         , 21673806     ,NP_661871.1   
  794         , 21673817     ,NP_661882.1   
  795         , 21673868     ,NP_661933.1   
  796         , 21674011     ,NP_662076.1   
  797         , 21674063     ,NP_662128.1   
  798         , 21674146     ,NP_662211.1   
  799         , 21674195     ,NP_662260.1   
  800         , 21674209     ,NP_662274.1   
  801         , 21674247     ,NP_662312.1   
  802         , 21674275     ,NP_662340.1   
  803         , 21674293     ,NP_662358.1   
  804         , 21674304     ,NP_662369.1   
  805         , 21674305     ,NP_662370.1   
  806         , 21674365     ,NP_662430.1   
  807         , 21674370     ,NP_662435.1   
  808         , 21674371     ,NP_662436.1   
  809         , 21674408     ,NP_662473.1   
  810         , 21674427     ,NP_662492.1   
  811         , 21674429     ,NP_662494.1   
  812         , 21674442     ,NP_662507.1   
  813         , 21674448     ,NP_662513.1   
  814         , 21674468     ,NP_662533.1   
  815         , 21674489     ,NP_662554.1   
  816         , 21674492     ,NP_662557.1   
  817         , 21674593     ,NP_662658.1   
  818         , 21674614     ,NP_662679.1   
  819         , 21674621     ,NP_662686.1   
  820         , 21674623     ,NP_662688.1   
  821         , 21674730     ,NP_662795.1   
  822         , 21674740     ,NP_662805.1   
  823         , 21674742     ,NP_662807.1   
  824         , 21674774     ,NP_662839.1   
  825         , 21674843     ,NP_662908.1   
  826         , 21674847     ,NP_662912.1   
  827         , 21674925     ,NP_662990.1   
  828         , 21674935     ,NP_663000.1   
  829         , 21674939     ,NP_663004.1   
  830         , 21674963     ,NP_663028.1   
  831         , 21674967     ,NP_663032.1   
  832         , 21674971     ,NP_663036.1   
  833         , 21674977     ,NP_663042.1   
  834         , 21674978     ,NP_663043.1   
  835         , 21674983     ,NP_663048.1   
  836         , 21674985     ,NP_663050.1   
  837         , 21674987     ,NP_663052.1   
  838         , 21674991     ,NP_663056.1   
  839         , 21674995     ,NP_663060.1   
  840         , 21674996     ,NP_663061.1   
  841         , 21674998     ,NP_663063.1   
  842         , 21675024     ,NP_663089.1   
  843         , 21675031     ,NP_663096.1   
  844         , 21675069     ,NP_663134.1   
  845         , 21675071     ,NP_663136.1   
  846         , 21675074     ,NP_663139.1   
  847         , 26245936     ,NP_751975.1   
  848         , 26245937     ,NP_751976.1   
  849         , 26245947     ,NP_751986.1   
  850         , 26245956     ,NP_751995.1   
  851         , 26245977     ,NP_752016.1   
  852         , 26246114     ,NP_752153.1   
  853         , 26246118     ,NP_752157.1   
  854         , 26246129     ,NP_752168.1   
  855         , 26246288     ,NP_752327.1   
  856         , 26246448     ,NP_752487.1   
  857         , 26246449     ,NP_752488.1   
  858         , 26246531     ,NP_752570.1   
  859         , 26246536     ,NP_752575.1   
  860         , 26246620     ,NP_752660.1   
  861         , 26246623     ,NP_752663.1   
  862         , 26246725     ,NP_752765.1   
  863         , 26246750     ,NP_752790.1   
  864         , 26246914     ,NP_752954.1   
  865         , 26246919     ,NP_752959.1   
  866         , 26246933     ,NP_752973.1   
  867         , 26246966     ,NP_753006.1   
  868         , 26247066     ,NP_753106.1   
  869         , 26247572     ,NP_753612.1   
  870         , 26247590     ,NP_753630.1   
  871         , 26247591     ,NP_753631.1   
  872         , 26247592     ,NP_753632.1   
  873         , 26247614     ,NP_753654.1   
  874         , 26247884     ,NP_753924.1   
  875         , 26247942     ,NP_753982.1   
  876         , 26247970     ,NP_754010.1   
  877         , 26247993     ,NP_754033.1   
  878         , 26248002     ,NP_754042.1   
  879         , 26248126     ,NP_754166.1   
  880         , 26248132     ,NP_754172.1   
  881         , 26248178     ,NP_754218.1   
  882         , 26248395     ,NP_754435.1   
  883         , 26248398     ,NP_754438.1   
  884         , 26248619     ,NP_754659.1   
  885         , 26248700     ,NP_754740.1   
  886         , 26248707     ,NP_754747.1   
  887         , 26248778     ,NP_754818.1   
  888         , 26248848     ,NP_754888.1   
  889         , 26248859     ,NP_754899.1   
  890         , 26248868     ,NP_754908.1   
  891         , 26248878     ,NP_754918.1   
  892         , 26248915     ,NP_754955.1   
  893         , 26248977     ,NP_755017.1   
  894         , 26249094     ,NP_755134.1   
  895         , 26249182     ,NP_755222.1   
  896         , 26249183     ,NP_755223.1   
  897         , 26249304     ,NP_755344.1   
  898         , 26249329     ,NP_755369.1   
  899         , 26249339     ,NP_755379.1   
  900         , 26249648     ,NP_755688.1   
  901         , 26249652     ,NP_755692.1   
  902         , 26249751     ,NP_755791.1   
  903         , 26249753     ,NP_755793.1   
  904         , 26249866     ,NP_755906.1   
  905         , 26249871     ,NP_755911.1   
  906         , 26249880     ,NP_755920.1   
  907         , 26249885     ,NP_755925.1   
  908         , 26249892     ,NP_755932.1   
  909         , 26249895     ,NP_755935.1   
  910         , 26249897     ,NP_755937.1   
  911         , 26249903     ,NP_755943.1   
  912         , 26249909     ,NP_755949.1   
  913         , 26249911     ,NP_755951.1   
  914         , 26249915     ,NP_755955.1   
  915         , 26249958     ,NP_755998.1   
  916         , 26249978     ,NP_756018.1   
  917         , 26250200     ,NP_756240.1   
  918         , 26250282     ,NP_756322.1   
  919         , 26250283     ,NP_756323.1   
  920         , 26250440     ,NP_756480.1   
  921         , 26250472     ,NP_756512.1   
  922         , 26250475     ,NP_756515.1   
  923         , 26250476     ,NP_756516.1   
  924         , 26250478     ,NP_756518.1   
  925         , 26250484     ,NP_756524.1   
  926         , 26250511     ,NP_756551.1   
  927         , 26250519     ,NP_756559.1   
  928         , 26250750     ,NP_756790.1   
  929         , 26250751     ,NP_756791.1   
  930         , 26250758     ,NP_756798.1   
  931         , 26250777     ,NP_756817.1   
  932         , 26250860     ,NP_756900.1   
  933         , 26251035     ,NP_757075.1   
  934         , 26251069     ,NP_757109.1   
  935         , 26251110     ,NP_757150.1   
  936         , 26251152     ,NP_757192.1   
  937         , 26251166     ,NP_757206.1   
  938         , 27375273     ,NP_766802.1   
  939         , 27375295     ,NP_766824.1   
  940         , 27375489     ,NP_767018.1   
  941         , 27375540     ,NP_767069.1   
  942         , 27375541     ,NP_767070.1   
  943         , 27375550     ,NP_767079.1   
  944         , 27375551     ,NP_767080.1   
  945         , 27375553     ,NP_767082.1   
  946         , 27375612     ,NP_767141.1   
  947         , 27375625     ,NP_767154.1   
  948         , 27375705     ,NP_767234.1   
  949         , 27375722     ,NP_767251.1   
  950         , 27375738     ,NP_767267.1   
  951         , 27375761     ,NP_767290.1   
  952         , 27375763     ,NP_767292.1   
  953         , 27375787     ,NP_767316.1   
  954         , 27375790     ,NP_767319.1   
  955         , 27375791     ,NP_767320.1   
  956         , 27375794     ,NP_767323.1   
  957         , 27375816     ,NP_767345.1   
  958         , 27375817     ,NP_767346.1   
  959         , 27375849     ,NP_767378.1   
  960         , 27375856     ,NP_767385.1   
  961         , 27375857     ,NP_767386.1   
  962         , 27375862     ,NP_767391.1   
  963         , 27375894     ,NP_767423.1   
  964         , 27375896     ,NP_767425.1   
  965         , 27375913     ,NP_767442.1   
  966         , 27375934     ,NP_767463.1   
  967         , 27376170     ,NP_767699.1   
  968         , 27376209     ,NP_767738.1   
  969         , 27376251     ,NP_767780.1   
  970         , 27376367     ,NP_767896.1   
  971         , 27376483     ,NP_768012.1   
  972         , 27376633     ,NP_768162.1   
  973         , 27376648     ,NP_768177.1   
  974         , 27377004     ,NP_768533.1   
  975         , 27377160     ,NP_768689.1   
  976         , 27377170     ,NP_768699.1   
  977         , 27377368     ,NP_768897.1   
  978         , 27377632     ,NP_769161.1   
  979         , 27377647     ,NP_769176.1   
  980         , 27377666     ,NP_769195.1   
  981         , 27377737     ,NP_769266.1   
  982         , 27377858     ,NP_769387.1   
  983         , 27377937     ,NP_769466.1   
  984         , 27378794     ,NP_770323.1   
  985         , 27378901     ,NP_770430.1   
  986         , 27379024     ,NP_770553.1   
  987         , 27379100     ,NP_770629.1   
  988         , 27379171     ,NP_770700.1   
  989         , 27379194     ,NP_770723.1   
  990         , 27379213     ,NP_770742.1   
  991         , 27379254     ,NP_770783.1   
  992         , 27379275     ,NP_770804.1   
  993         , 27379441     ,NP_770970.1   
  994         , 27379466     ,NP_770995.1   
  995         , 27379586     ,NP_771115.1   
  996         , 27379647     ,NP_771176.1   
  997         , 27379693     ,NP_771222.1   
  998         , 27379718     ,NP_771247.1   
  999         , 27379746     ,NP_771275.1   
